,4scRNA control,CRISPRa-PP_1075,CRISPRa-PP_1830,CRISPRa-PP_2168,CRISPRa-PP_2329,CRISPRa-PP_4169,CRISPRa-PP_4965,CRISPRa-PP_5079,CRISPRi-PP_0059,CRISPRi-PP_0289,CRISPRi-PP_0417,CRISPRi-PP_0420,CRISPRi-PP_0966,CRISPRi-PP_1025,CRISPRi-PP_1032,CRISPRi-PP_1037,CRISPRi-PP_1237,CRISPRi-PP_1525,CRISPRi-PP_1530,CRISPRi-PP_1665,CRISPRi-PP_1914,CRISPRi-PP_1917,CRISPRi-PP_1988,CRISPRi-PP_1989,CRISPRi-PP_1992,CRISPRi-PP_2000,CRISPRi-PP_2082,CRISPRi-PP_2554,CRISPRi-PP_2639,CRISPRi-PP_3569,CRISPRi-PP_4016,CRISPRi-PP_4297,CRISPRi-PP_4678,CRISPRi-PP_4725,CRISPRi-PP_4822,CRISPRi-PP_4823,CRISPRi-PP_5015,CRISPRi-PP_5128,CRISPRi-PP_5155,CRISPRi-PP_5336-5335,pACA production 3 scRNA positive control
AOBUTDs,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05
AOXSr2,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05
APG3PAT161,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966,0.01960701148098966
APPLDHr,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05,6.509496285876957e-05
APRAUR,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.00019528488857630574,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.00019528488857630574,0.00019528488857630574,0.00019528488857630574,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092,0.00019528488857630574,0.0001952848885763092,0.0001952848885763092,0.00019528488857630574,0.0001952848885763092,0.0001952848885763092,0.0001952848885763092
APSR,0.05326461014693003,0.053264610146930215,0.05326461014693005,0.05326461014693005,0.053264610146930104,0.05326461014693005,0.05326461014693005,0.05326461014693005,0.053264610146930055,0.053264610146930215,0.05326461014693016,0.053264610146930215,0.05326461014693005,0.053264610146930215,0.05326461014693004,0.053264610146930055,0.05326461014693005,0.05326461014693016,0.05326461014693005,0.05326461014693005,0.05326461014693027,0.05326461014693004,0.05326461014693027,0.05326461014693004,0.053264610146930104,0.05326461014693005,0.05326461014693005,0.05326461014693005,0.05326461014693005,0.05326461014693005,0.05326461014693005,0.05326461014693005,0.053264610146930215,0.05326461014693004,0.05326461014693004,0.053264610146930055,0.05326461014693005,0.05326461014693004,0.05326461014693005,0.05326461014693005,0.05326461014693015
ARGSL,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265
ARGSS,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265,0.10340787303893265
ASAD,-0.2424670604223949,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.2424670604223949,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239496,-0.2424670604223949,-0.24246706042239494,-0.2424670604223949,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.2424670604223949,-0.24246706042239494,-0.24246706042239496,-0.2424670604223949,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494,-0.24246706042239494
ASNS1,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573,0.04639285893321573
